"X" "CID" "maxlatency" "mean_latency" "mean_time_retrieve" "mean_time_compute" "time_add_IPFS" "mean_time_pubsub" "numUpdates" "numberPeers" "numberPeerUpdating" "System"
"1798" 221 "QmZQ4476HYbu6MLsGC3cYqBwmbiz38egZKrA9QcKotAKPY" 245 180.5 52720551.5 54633.25 126332214 1392601.25000001 1000 "5" "1" "IM-CRDT"
"1799" 222 "QmZrFGatBHi9d2gBaGhQGmHCVBG8mfc3pnmtTo6zMRDjon" 271 234.5 48231094.75 75032 185077901 1115972.25000001 1000 "5" "1" "IM-CRDT"
"1800" 223 "QmZVoXuvSAw2hV24SMvswCvfrwrm5xCHK4Zku7KiJ6C4fc" 262 197.5 51524673.25 53047.25 143375942 2546337.5 1000 "5" "1" "IM-CRDT"
"1801" 224 "QmZx4WxeyapoSmujnFomcRE3J3jUxGxC46FzruYkUSayCR" 193 156.75 45968942.5 58065.5 108709113 2013879 1000 "5" "1" "IM-CRDT"
"1802" 225 "QmZxyfvCe2w6e9rXHFKG2YnSm8VPn6TJui8k3nvyts6gic" 243 201.25 47995764.75 51373.25 151536631 1666231.00000001 1000 "5" "1" "IM-CRDT"
"1803" 226 "QmZXZKGiy5iUE5ucS19q1PfNPJiLVm6Ns4H3FQiWqTCHYC" 261 195.75 50848118.75 57318.75 143063164 1781398.49999999 1000 "5" "1" "IM-CRDT"
"1804" 1 "Qma2fXjJoEf2WMwCCz93tFV4GYKeFMbqwVUm8zSxEER1rL" 178 143.75 52250149.5 54566 91681649 -236364.499999997 1000 "5" "1" "IM-CRDT"
"1805" 2 "QmaeETcNS4AZjmJyikeU3Kny6YBQRUyL5wTN84L4neM84N" 224 186.5 42816093.25 53575 142997503 632828.750000002 1000 "5" "1" "IM-CRDT"
"1806" 3 "QmaGCoDWNjQqgwWj8h9Zj83nxCbAEUAGm3tQXWdPWYoSZL" 170 135 41988291 58666 92190080 762962.999999999 1000 "5" "1" "IM-CRDT"
"1807" 4 "QmagQESKakE5nieg62G55JwKJP3cZ5FVdq3u2K1MvEoN2t" 217 178.25 44506127.5 47336.5 134011480 -314944.000000004 1000 "5" "1" "IM-CRDT"
"1808" 5 "QmagYQHSPYQJMHz6oxi3ehXFUZJ1sLfbTxAbZbucPpT5YM" 225 162.25 52370215 50435.25 110224307 -394957.249999997 1000 "5" "1" "IM-CRDT"
"1809" 6 "Qmaicax2yZBt3bVBH8NVrk8buEYsM2LRWDJEiFM9ed9khA" 250 199.75 48495757.75 63803 151533334 -342894.749999999 1000 "5" "1" "IM-CRDT"
"1810" 7 "QmajCdTYd8QVGt9ttC3nvyNeHF2ZKaLdZ5n8af8VpP1DTm" 192 153.5 44287203.75 53540 109239375 -80118.7500000005 1000 "5" "1" "IM-CRDT"
"1811" 8 "QmaLQaowm6daeBWBEa4HwUwZrQyNwfeQCec51kWj2de1nf" 202 159.5 44879537 58202.75 114076542 485718.249999998 1000 "5" "1" "IM-CRDT"
"1812" 9 "QmaQM8VHw9DLioFXTrqz9x7XXbTz5VxPVQwLrrq1f2QRvp" 210 172 44890108.25 57032 126603682 449177.749999997 1000 "5" "1" "IM-CRDT"
"1813" 10 "QmaQQe1MCwiA5QW3rLHAX96MDHQq7J9PrAtV7YadZ6EwDh" 243 198.5 46625678.5 54802.75 151496817 322701.75 1000 "5" "1" "IM-CRDT"
"1814" 11 "QmarFnTV2ooGNbEGonZQ19Yh7kZnEEG1f8yf2sbdSgtn3S" 257 203.75 59997954.75 51329.75 143465703 235012.500000003 1000 "5" "1" "IM-CRDT"
"1815" 12 "QmaW2FqBwC3dFm6zRR7CrT2spPTYwaqMSFzQUGbcJ5LEgE" 233 193.25 41430667.25 50857.75 151772640 -4165.00000000752 1000 "5" "1" "IM-CRDT"
"1816" 13 "QmaZCT3rDXJD2f8hQiHrfHuTGTAXkvoiy27emmVwv83zss" 212 177 41578894.5 56178.25 135013669 351258.250000001 1000 "5" "1" "IM-CRDT"
"1817" 14 "Qmb2sqjiCyZGHo9HBwpJS8BUfCi42z6CexmhKSq3ZaMDJz" 196 159.5 41176153.5 58692.25 118552675 -287520.750000002 1000 "5" "1" "IM-CRDT"
"1818" 15 "QmbkbGtMHWXouQkZebV59Yr1Pd53TZjCrpFTwhsKNykuZq" 216 179.25 44072678.75 50333.75 135338802 -211814.500000003 1000 "5" "1" "IM-CRDT"
"1819" 16 "QmboBwBYme3RQzq7cDXLqYLpyWBKnvD4rJ2wB9ZRDeva2G" 296 230.5 55223976 57190.5 175672205 -453371.500000003 1000 "5" "1" "IM-CRDT"
"1820" 17 "QmbXsRX2ChqrWBQvmH34ubgudgHwTDtb5nHXCHDW4Cywcf" 191 150.75 42093135.25 52012 108713685 -108832.249999999 1000 "5" "1" "IM-CRDT"
"1821" 18 "QmbYffH4An85yF1DBG9iRVqxSYwEfnCXrSiqK7D1vBrfiY" 246 166.5 62039903.5 56075.75 104595868 -191847.249999999 1000 "5" "1" "IM-CRDT"
"1822" 19 "QmbyhYMNQJ5ZWftrvLgebg48pZ9LEugS1VtMFMygAHuTQ6" 228 189.75 45852113.5 48402.75 143828446 21037.7499999979 1000 "5" "1" "IM-CRDT"
"1823" 20 "Qmc2nfKBkGT6Tuxt1jiQCsTCbat3RxuLZ3oXhu7ni8uqLp" 281 217.5 57860960.5 62439.25 160177212 -600611.750000006 1000 "5" "1" "IM-CRDT"
"1824" 21 "Qmc7EKX3zER3C8JZAiUwAbFa8yd5tigoFEnurP4PrMAGBL" 221 152.5 60529510 52409.75 91867845 50235.249999993 1000 "5" "1" "IM-CRDT"
"1825" 22 "QmcAinetLneUhSrc94FYKdqyhJiA66anVrCxr7hkbm6Af6" 205 160.25 42420333.25 86595.75 118634825 -891753.999999999 1000 "5" "1" "IM-CRDT"
"1826" 23 "QmcAXoMmC2tyE4EvnXcnAjRxPdkPWnchZHsHSwUfH1fjwM" 210 171.5 45039942.75 50788.25 126409958 -689.000000001272 1000 "5" "1" "IM-CRDT"
"1827" 24 "QmcbKFbjvHe5An7TTAgPCmpbeJxVuCXCNkCiQoMyWBy5Gv" 202 163 44835883.5 50924.5 118383747 -270554.999999998 1000 "5" "1" "IM-CRDT"
"1828" 25 "QmccGQHZkQgrGQY2GvEAtfRphAfH83tp2RuC2vZjd9FacB" 171 136.5 44967423.25 63817 91757916 -289156.249999998 1000 "5" "1" "IM-CRDT"
"1829" 26 "QmcdgmtnhBagEZQKBhZ3DT6MaAsyaV7rEVtQZ4EELtJ3eV" 188 151.75 41617054 56576.25 109522192 554177.750000004 1000 "5" "1" "IM-CRDT"
"1830" 27 "QmcetoA85Wg2DdCha6bA5BvNByhaDgbzBP9P6R1ry5pxfE" 217 180.25 45151925.75 51825.25 134951583 94665.9999999966 1000 "5" "1" "IM-CRDT"
"1831" 28 "QmcH3i6dfGaZgSnxpcFSuBqpAhMMxPYZ3pQiRqrqFjcZdn" 257 214.25 46609281.75 50604 167551877 38237.2499999946 1000 "5" "1" "IM-CRDT"
"1832" 29 "QmchRuMibYyRFiFTX1khyt87fgmXTsk4BZtSDiG8fJHK9h" 197 157 39738474.25 51599.25 117184877 25049.4999999944 1000 "5" "1" "IM-CRDT"
"1833" 30 "QmcHzBPcUqcyQ3Hh3RBTmAzMXDT1pcZPpEQwB1FbSmoumy" 217 161 51007447.5 56094 109920879 15579.4999999976 1000 "5" "1" "IM-CRDT"
"1834" 31 "QmcNnAn5hFigLrvEmAV3R6pBbij2YTbJCYtCCcGS8zbfoj" 187 146.75 45905162 57343.75 101133660 -346165.749999997 1000 "5" "1" "IM-CRDT"
"1835" 32 "QmcnVZs7TPzWpmPbT7fycBS191QMgnJdnFri8FnnT5voff" 216 160.25 50429776 52756.5 109624763 142704.500000001 1000 "5" "1" "IM-CRDT"
"1836" 33 "QmcYfdFFAaQSVUtgLMLYhpcZHDcyw1Z2YBZAVvoXmLaBAa" 286 224.25 55940538.5 58012 168692874 -441424.499999989 1000 "5" "1" "IM-CRDT"
"1837" 34 "QmdFJLL1zgLNKL4VYUVzAwUKdp3PCxkDUYd4Np7H1MapBk" 224 168.5 50349461.75 61639.75 118015199 73699.4999999965 1000 "5" "1" "IM-CRDT"
"1838" 35 "QmdizyWjR6PFFrpnvwi36yPkLz9kYTaikGJ3j4Be2fsfRy" 281 213.75 52322198 61589.25 160047927 1318285.75 1000 "5" "1" "IM-CRDT"
"1839" 36 "QmdLnKuGptZxsdT94qwoHEim2t2jL5SWDnDC6uKxBavXvq" 247 202.75 45055571.75 65653.75 158723445 -1094670.50000001 1000 "5" "1" "IM-CRDT"
"1840" 37 "Qmdqb6w1XzaUSN66EeTyiEMNC4XuWyJjHJvu8as4677hS4" 196 159 40879253.5 58058.25 118412100 -349411.749999998 1000 "5" "1" "IM-CRDT"
"1841" 38 "QmduU11H42bkuVLDXp2rok2GSRNdvErWGLxwVZn7CLdUp3" 912 531 426162644 60981.25 104602709 173665.749999998 1000 "5" "1" "IM-CRDT"
"1842" 39 "QmdvGT4VsLK2mwsev3wSxBC9vYKA7VNwZaSUrxffagCWdu" 277 238 43569158.25 57791.75 193851133 521917.000000002 1000 "5" "1" "IM-CRDT"
"1843" 40 "Qmdx98B4QMsGM3i2zqS3sEU44z34e7gBgYuSmBGPgfxV6X" 205 169.75 43486972.5 58357.75 126238747 -34077.2499999957 1000 "5" "1" "IM-CRDT"
"1844" 41 "QmdxcGCd1yfKErc77vpXrfAn1cDNmg5FQXKpZsBuVCdQmc" 244 169.25 60294819.75 54069.75 109373669 -472558.500000002 1000 "5" "1" "IM-CRDT"
"1845" 42 "Qme3BTP4Fbj2p6A6tZe74yekvdLksswjPj2bWTD72oSe3G" 175 136.25 43476849.5 51642.5 92421432 300076.000000001 1000 "5" "1" "IM-CRDT"
"1846" 43 "Qme9ZgB8GVKfvqDw33cdTBBXsuwbF3PXEH7iFQ7bZ6dyZp" 285 205 62319889.5 51884.5 143051320 -423094.000000006 1000 "5" "1" "IM-CRDT"
"1847" 44 "QmeaHc29fQpXtHqEfgqfD7ZZ3SMaFts5N26wvKaiYwQuSo" 232 190 46606607.5 64759 143340967 -12333.500000004 1000 "5" "1" "IM-CRDT"
"1848" 45 "QmeJDNHmP9giPXVeZqJTtM3mNbMNXwy3gLzFQNpvQJETYC" 186 146.5 46058885.25 51569.25 100986639 -597093.500000003 1000 "5" "1" "IM-CRDT"
"1849" 46 "QmekdwAzsqV5rueh2YkuTShqeTaZiqh9LCVvDp2WQL4K5M" 216 172 45651766.75 54530 126748875 -455171.750000005 1000 "5" "1" "IM-CRDT"
"1850" 47 "QmeQteJ52KjkCoKv7pU9bZBe5Cw8976j5W1zcUUJjvpybt" 193 153.25 44310715.75 51110.25 109061720 -173546.000000002 1000 "5" "1" "IM-CRDT"
"1851" 48 "QmeSxB4oqk6R27vY1MV9KW5cDzo2hwDdYFk9hC5nQjeVxE" 186 146.25 45409267.5 54292.5 101147229 -360789 1000 "5" "1" "IM-CRDT"
"1852" 49 "QmeVPE8669DvJGfTBwVbxuj7zVR5jaHhKkFDUSJKFnFaKX" 231 194.75 42425688.75 53413 151596893 674005.25 1000 "5" "1" "IM-CRDT"
"1853" 50 "QmeWcDK8NruvPJ5u5U2YZ5y3oMoiiDRdqWw2767vjLJFi1" 228 164.25 55186671.75 59584.75 109859128 -855384.5 1000 "5" "1" "IM-CRDT"
"1854" 51 "QmewMg18GVutEMy6bK7EWNJtNKbrRs6j5rt1v9CepiHTse" 300 246 60465449 52090 185009427 473033.999999991 1000 "5" "1" "IM-CRDT"
"1855" 52 "Qmf7UcdQf48sqSjCxy3E9KRDfViNW7LfMvpvPMFm9KSJXB" 215 163.5 53312615.5 50309.5 110082292 54783.000000004 1000 "5" "1" "IM-CRDT"
"1856" 53 "Qmf9YcjVGF7xw9wuHbc8kcWtDndCztHa9u8H9jQLKwQmvz" 319 264.25 52845463.5 62275.75 211067952 274308.75000001 1000 "5" "1" "IM-CRDT"
"1857" 54 "QmfAC93Cc6ME5Rc3eqHE7mhJnxfSbfBUmFq5JFuFEAEtaf" 239 200 40163406.5 58740.25 159441007 336846.249999994 1000 "5" "1" "IM-CRDT"
"1858" 55 "QmfHB4YwSu18vV25eu6Zygq848S5U3HDh6Z6jwpFiKk24x" 241 178.5 60358242.25 63278.5 118150676 -72196.7499999963 1000 "5" "1" "IM-CRDT"
"1859" 56 "QmfWyBSksAJz1PqFQJzcnS7sD9kUPFwnKtwkrVcmkNznex" 205 141.5 49841614.75 56247.75 92137195 -535057.499999997 1000 "5" "1" "IM-CRDT"
"1860" 57 "QmfYcziLAJgzYKMvNenSBWE9dknwFL5BLb5K9TNUA8dY1Z" 263 205.25 53606436.5 65924.75 151168071 409567.750000001 1000 "5" "1" "IM-CRDT"
"1861" 58 "QmfZU1gy5Go6rTifXszanz5Y2fnjoPsfWazCtkxGyzXuc1" 276 241 40076754.25 50903 201192605 -320262.249999999 1000 "5" "1" "IM-CRDT"
"1862" 59 "QmNbohB6UjMYfr4qWuSLf5VoGm3ccQJVBzpJZkQAwrxNyi" 233 170.5 51594173.5 55229 118258606 591991.500000006 1000 "5" "1" "IM-CRDT"
"1863" 60 "QmNeQtEYwm9DvuwMJHnaNwdwgnR7RVnad19KK4sYvz1Lp7" 227 169 50028260 53082.5 118108391 810266.500000001 1000 "5" "1" "IM-CRDT"
"1864" 61 "QmNh6J3D5SWrVDQ8qAxZBbbxqamYrvHP8KZJyuo156XG3U" 248 180 53213673.5 59539.25 126689272 37515.2500000056 1000 "5" "1" "IM-CRDT"
"1865" 62 "QmNjGnkXokXTpkvhEsQzFSyjaP3W5LNHc4G8vwUcfpoPbu" 217 176.25 42210724 49211 134809734 -819668.999999998 1000 "5" "1" "IM-CRDT"
"1866" 63 "QmNjLLvmSMzh6yvPmrzTrSbzjxABwUuittumX9QBoN9Tk6" 267 196.75 53562579.5 355640.75 143114152 -282372.250000009 1000 "5" "1" "IM-CRDT"
"1867" 64 "QmNkf6Su5ofGiFysiGAFkTUwAtLcwPcNpwVxDhUN4ALaE5" 213 178 42443726 54513.25 134678114 823646.750000002 1000 "5" "1" "IM-CRDT"
"1868" 65 "QmNNhvCXCHwgtLymXmztj9sGozCQwQio3MMtwfvU44hFgx" 227 164.75 54008104 55989.25 110246754 439152.749999998 1000 "5" "1" "IM-CRDT"
"1869" 66 "QmNNQ9h2qBW9hCQN4u6MESombZEwfaaDjo1Sdaj9B6KXBN" 263 202.5 50727180.5 49778.75 151346863 376177.749999989 1000 "5" "1" "IM-CRDT"
"1870" 67 "QmNnYK9tQhoJdiu2hkASr1UiHUDG8fxyAMD8Tguft9n3ux" 243 184.75 50102802.5 48535 134899010 -300347.500000001 1000 "5" "1" "IM-CRDT"
"1871" 68 "QmNoA9C5RuAQbycJQ4o3ZHcH6j8r1HJN3Fp8GenZYy2y2u" 238 200 41497000 49330 158798279 -344608.999999998 1000 "5" "1" "IM-CRDT"
"1872" 69 "QmNp7hZL5c8owRcaCjFuuaM7sGh7JbRd91LUJjGvbj7FEP" 294 257.75 42796651.5 59241 215159106 -264998.499999997 1000 "5" "1" "IM-CRDT"
"1873" 70 "QmNqHyEHXKHAf13RLDNiy7g9549a9yf3iP3pMBeoZYViDb" 258 173.75 63262730.25 62135.25 110211717 213417.500000002 1000 "5" "1" "IM-CRDT"
"1874" 71 "QmNTGkZr2mtzJ2xjeUTU8qvN9nG4GMzUc56zuDNwKGtPEm" 199 161.75 44419620.75 48394.25 118073973 -791988.000000007 1000 "5" "1" "IM-CRDT"
"1875" 72 "QmNv5ERcm1bbUfd5Bk33TzWLK8B6WCgjTKk2G1T3GBHBKk" 221 182.75 40105890.75 62522 143322729 -741141.750000004 1000 "5" "1" "IM-CRDT"
"1876" 73 "QmNVughQudFHk33eTVh4b6VYb2V1TZTZePnCDycYXqcCtD" 330 223.25 71054443.5 51490.25 151798942 345124.250000005 1000 "5" "1" "IM-CRDT"
"1877" 74 "QmNwaLS3i6JDxVs8dijxx5FXFq7QbQaHScMPAYFpEioQ1p" 266 216.75 56375906.5 55969.25 159760243 557881.250000001 1000 "5" "1" "IM-CRDT"
"1878" 75 "QmNYV1uEBTFiVvtZ6H7nAjXWG6bHB5gWv3SegL1VTzQgyh" 261 214 54336593.5 64059 159794755 -195407.500000009 1000 "5" "1" "IM-CRDT"
"1879" 76 "QmP1XC1nq3G4uvL9qz6P3eBLhvRs7Je1ka7XV1xbTDivdq" 211 149 56774880.25 52841.5 92577257 -404978.750000001 1000 "5" "1" "IM-CRDT"
"1880" 77 "QmP8kkULxd5stKMxBsgeuUc5CdDJ2ZwnGqzSyBbQt1CSLD" 233 189 45272989 47580.25 143459636 219794.749999998 1000 "5" "1" "IM-CRDT"
"1881" 78 "QmPaSE2wmkwfUw97EAufGXC2XscjbS5dtB1qJRyKRUBFa9" 192 147.5 43098216.25 54639.5 104557529 -210384.750000003 1000 "5" "1" "IM-CRDT"
"1882" 79 "QmPCtt1C3hDKt8JRkgw87xTmZQwE6bqfiCUo1cQMAwzFNd" 230 163.5 52438641.75 53952 110699008 308398.25 1000 "5" "1" "IM-CRDT"
"1883" 80 "QmPd6kJiWJExAMnddpBxUvamGtcdMJwfP9B9kjyyLEyUSH" 250 207.5 47407461.25 66986 159617378 408174.749999993 1000 "5" "1" "IM-CRDT"
"1884" 81 "QmPeyE68Xn1uULkCVsBpCqDUoz8PBLVYKwCXfbPxvVWEQ2" 233 188.5 45739201.25 49577.5 142227480 483741.250000001 1000 "5" "1" "IM-CRDT"
"1885" 82 "QmPJ2mZmm6iuvkFF1pKnjWHXURe7ECyCGR76yPFh3g3Xh3" 182 145.25 43716009 71551 101707745 -245305.000000002 1000 "5" "1" "IM-CRDT"
"1886" 83 "QmPL675PXVgDLeGnoNSD5rJSrNKpVkexEYrv3Uw3Dnj2tY" 237 200.25 48818760 51579.75 151438483 -58822.7499999974 1000 "5" "1" "IM-CRDT"
"1887" 84 "QmPmsTErHiD8FUXQ7ksRodcW83Cb1KY9MDSn4pe3ZSDP7y" 195 157.5 40435865 46890.5 117566175 -548930.499999994 1000 "5" "1" "IM-CRDT"
"1888" 85 "QmPqB6ev6PAM7mvModVNSDbNKfvw6Z469jnaSmwpugiM6W" 258 189 55517993.25 51177.75 133805153 -374323.999999987 1000 "5" "1" "IM-CRDT"
"1889" 86 "QmPQvgo9CUFg9k4KuAnGs9V8WY43a2cKPXRk5Fega8VQte" 235 164.5 54085936.5 54249.25 109930260 429554.250000002 1000 "5" "1" "IM-CRDT"
"1890" 87 "QmPQzd6R5bimdfxcMTu3i5y3d3vALrynKVtswyA2Z8Yg3g" 189 149.5 40002976.5 53239.25 109134638 309146.249999998 1000 "5" "1" "IM-CRDT"
"1891" 88 "QmPRfCx8tZQghA4u4CuhgxYdGYT8h2MmfHkKJ7u4eBbBYb" 218 160.5 51033321.25 52887 109645635 -231843.250000001 1000 "5" "1" "IM-CRDT"
"1892" 89 "QmPTAWxn1pMDpiysQb2zcBhWYiNUn43XhEyZ6LD1oJhJdT" 233 174.25 57879731.75 55780.5 117280929 -966441.249999999 1000 "5" "1" "IM-CRDT"
"1893" 90 "QmPvcF3MXzjAuVQGVPcu4WrFvgjBHA7z4RpQn9yx2iX3as" 245 210.5 41836005.25 57610.75 168279589 326794.99999999 1000 "5" "1" "IM-CRDT"
"1894" 91 "QmPXHrSwSWA7Nv8sbXrMwH5gVdb2Z34XTkLDBdHCxH1MRy" 247 189 62595900.5 52392.25 126346328 5379.24999999717 1000 "5" "1" "IM-CRDT"
"1895" 92 "QmPy9MPNKXmmyW5i9Dr2UiKQstTv5moEfkcvDxXRdg1YVv" 184 146.75 44680801.5 54036.75 101464610 550551.749999997 1000 "5" "1" "IM-CRDT"
"1896" 93 "QmQbvQvxwADLDFRhmZZR3kRE5NKAJMjNFKy5bpiCb1igyU" 241 192.25 48646816 50276.5 142958254 594653.5 1000 "5" "1" "IM-CRDT"
"1897" 94 "QmQc3io6kAQ2ye7Ruv1GxDKTDYeeieRPM9LjGhykAVFyRM" 193 154 44258648 52249 109803688 -114585.000000005 1000 "5" "1" "IM-CRDT"
"1898" 95 "QmQc69buAfD5Kjw1ABuCWMyKktVX1g6LRpW252DcDgCtAZ" 185 148.5 40172995.25 53539.5 108872668 -599202.750000003 1000 "5" "1" "IM-CRDT"
"1899" 96 "QmQco86hdqSjTyTU4qmVzARnKRdxV6sTgi8uwQ4h5V1jHQ" 257 213.25 44414598.25 54275.75 168584410 196715.999999995 1000 "5" "1" "IM-CRDT"
"1900" 97 "QmQJFgNwmd2JyqvDxsLgFgLAoicqDbVBEXp2qRKXEPLULB" 240 169.5 51559472.5 52269.75 118241170 -352912.249999992 1000 "5" "1" "IM-CRDT"
"1901" 98 "QmQLLVEw83x4BFUt5oEPy2eGxxzTwQgNaYDEya5kFTVNa3" 267 216.5 48525532.25 56459.75 167565208 352799.999999995 1000 "5" "1" "IM-CRDT"
"1902" 99 "QmQnhFtHWCdmo6fxy26kiNCmQ4KhoQ54HSBrVipkHCataS" 223 183.25 47225743.5 59668 135793353 171235.500000002 1000 "5" "1" "IM-CRDT"
"1903" 100 "QmQPZiGxJDfoFmTWz3bmpXepg4hXnN81inMZinVJVCyQXv" 320 231.25 62397407.25 55946.75 168644149 152496.999999997 1000 "5" "1" "IM-CRDT"
"1904" 101 "QmQqgjoY6UihrHjq6mUtY1kv4UpgrzZ5mkBAYQF7Utd2LM" 232 169.5 53905209.5 63140.5 115569195 -37545.0000000015 1000 "5" "1" "IM-CRDT"
"1905" 102 "QmQqpm35PTPmLwRNFcwfP2Uw1MtcCboY1cdTc3nNi1wTC6" 297 231 54413470 60018 176581893 -55380.9999999899 1000 "5" "1" "IM-CRDT"
"1906" 103 "QmQtQVso2uHMixSzmmV8sKRi6hiRqJMDGCgzos6PUTkkca" 207 163.75 46537142.5 60580.75 117741872 -589595.250000006 1000 "5" "1" "IM-CRDT"
"1907" 104 "QmQTSdSzGByZkLDAfQvYTvwX1LdM5Ha1BPz27gDsNY4rSy" 246 174 56332185.25 49670.5 117542154 75990.2500000003 1000 "5" "1" "IM-CRDT"
"1908" 105 "QmQuRD6L1VT7AizXnzhJVQiQ8DUZDS51cRdRE5TSQN72Uu" 231 189.75 45939624.5 71702.25 143758371 -19697.7499999988 1000 "5" "1" "IM-CRDT"
"1909" 106 "QmQWJheJGEjEtx3Gz7Ei1Szu2vKEWWPU4nLv1HvhHJjBwf" 190 151.5 42387146 50541.5 109703681 -641368.500000006 1000 "5" "1" "IM-CRDT"
"1910" 107 "QmQYCY7RRZw9g23UtVxZP4VsTA2AaBDCAq9vrpjFqMtKbz" 223 187.25 45151639.75 54386.25 142282858 -238883.999999999 1000 "5" "1" "IM-CRDT"
"1911" 108 "QmQZEm59XsVBZhvKiHuFRkcWuZ2Sp99ubi8Kr6t7tv5iPs" 229 192.75 41562162.75 47244.5 151342426 -201833.25 1000 "5" "1" "IM-CRDT"
"1912" 109 "QmQzTP3Fw8e1aT64Q13vBPrLGxkiWBR7ZKmdaaU53CJt4u" 213 145.5 52947555 58648.75 92532122 -38325.7499999985 1000 "5" "1" "IM-CRDT"
"1913" 110 "QmR1gKbSzehD24XJ6y2REpqzJdGC2wCa7BBSHDo2Dhanwz" 245 205.25 45827120.5 50712.5 159661630 -289462.999999998 1000 "5" "1" "IM-CRDT"
"1914" 111 "QmR686AKuxkjYs6117sg5R9YYCD37EhhiKS5LNWNTbuhAw" 187 143.75 41618899 50066.5 101370290 710744.499999997 1000 "5" "1" "IM-CRDT"
"1915" 112 "QmR8hAHkAxvbPTLSBhxuvNr6ujsmPkMztqkKP6wCdtoCjB" 188 152 42864221 54320.75 109206538 -125079.749999998 1000 "5" "1" "IM-CRDT"
"1916" 113 "QmRBLxV345GsMczEGHsTfz5YZfqxtZ5ZkCtcdEgJiqRsjE" 209 170.75 44581963.5 48809 126217087 -97859.4999999984 1000 "5" "1" "IM-CRDT"
"1917" 114 "QmRdrkhD5NnmYnfhsFqj6k3ho92Jgx4j8Vcqts2oX7Gqmu" 199 155.5 44874727.5 54916.5 110107532 462824.000000001 1000 "5" "1" "IM-CRDT"
"1918" 115 "QmRDvGm4zW6ttnU2UKqCQeZEPCC6Uuoi1ohxBvpEjd8BcM" 208 170.75 45303355 51637.25 125647051 -252043.249999993 1000 "5" "1" "IM-CRDT"
"1919" 116 "QmRdwoLpsSZPGX2t8pH4uCBHyJRFXjhLDGgUJkVcrrMzAC" 256 191.5 54570459.25 52891.75 135497895 1378754 1000 "5" "1" "IM-CRDT"
"1920" 117 "QmResyJpDM9bVykLUif3QqEDophSG7dij4drh1N5XdzYAg" 257 199 63366574.75 49693 135561905 21827.2500000154 1000 "5" "1" "IM-CRDT"
"1921" 118 "QmRLedX5kexQGe7nZ6bMWjeWRL5fAk1xA6h1F1vaQ8N3mS" 237 191 47697312.75 55277.5 142978243 269166.749999997 1000 "5" "1" "IM-CRDT"
"1922" 119 "QmRnFeSdKvT3tYK1UFYBYDn1YU8fMM8e3VN5CaBUBsFTgN" 335 288 45498874.25 52278 242881513 -432665.250000014 1000 "5" "1" "IM-CRDT"
"1923" 120 "QmRnriz2WHrgLVeR48FtzyoMRdpt7oiCxLkBub9ogK85Ut" 195 153.5 42387874.75 55166.75 110538297 518661.5 1000 "5" "1" "IM-CRDT"
"1924" 121 "QmRnZXqB2pTEVj1VPn54U8izH3QzhPuJXVBKtmuB1QGTbJ" 200 162 44253832.25 62526.75 118219955 -536314.000000001 1000 "5" "1" "IM-CRDT"
"1925" 122 "QmRp6svKwnYjDSdGMH1xzsWhx6puw8eZHWCAXgqtyrgfDz" 197 160.75 42855236.5 50293.75 118006881 -162411.250000002 1000 "5" "1" "IM-CRDT"
"1926" 123 "QmRrc4vMgoYikCF6Tk7YMyEGSE65iA4irzzRgbjdjYpMMc" 226 189 45059341.5 54561.25 143602426 283671.250000005 1000 "5" "1" "IM-CRDT"
"1927" 124 "QmRroeNUuTEWBHroctsNDscWiBW31xqv3bf5RAedKHGGGH" 296 231.5 55472748.25 55524.25 176138894 -167166.5 1000 "5" "1" "IM-CRDT"
"1928" 125 "QmRuGDYZGzCBkf6hhnSKEKT4HXbZBKURSTaMWxwt55v5dY" 219 180.25 53159592.75 52630.25 127023836 13941.0000000026 1000 "5" "1" "IM-CRDT"
"1929" 126 "QmRuS7ax1df2kPCWQABK2CmNTNBVbdGBmHw4Pe6oGLP8kY" 252 186.5 60118126 49215.25 126775714 -443055.25 1000 "5" "1" "IM-CRDT"
"1930" 127 "QmRVDvqgVFvAH5Kcboog6xbxBCZ4nnYk2g6UsbPsBkiAXF" 188 152 42209393.5 59818 109846640 -115851.499999998 1000 "5" "1" "IM-CRDT"
"1931" 128 "QmRWYKgoV3TA3pmPR7K89XyhtwDygEPHUnmKfG6iKYTDZj" 238 170.75 62614967.75 62658 108011586 60788.2500000017 1000 "5" "1" "IM-CRDT"
"1932" 129 "QmRYMx9wRdwMG3f6WUsNyfpHEbqGLzbNYjrj9cm1KETcqc" 254 209.75 42065367.25 52969 167834721 -203057.250000008 1000 "5" "1" "IM-CRDT"
"1933" 130 "QmRZtzDjsTp6zKCybLFYFvVtbMZbe9vzPfAsqbqnoKQrsG" 192 153 44851249.25 49578.5 108004729 94443.2500000012 1000 "5" "1" "IM-CRDT"
"1934" 131 "QmS3ioh4w1LxghL6Lcv84D7AN7oRgGjUtLWBLEKSiD6FVi" 191 153.5 45954015.75 46051.75 107965137 -465204.500000002 1000 "5" "1" "IM-CRDT"
"1935" 132 "QmS57BMyJZW4Djvm2hvmDUafVT33kAZnG9qgKjyEZt8HP9" 204 161.75 44517015.75 59156.75 117327532 -153704.5 1000 "5" "1" "IM-CRDT"
